"l2id","y","x","m_bin"
1,5.4275968769614,1.75038913375822,0
1,6.0190919647048,2.70273414457944,0
1,4.92913707582654,1.40886706928843,0
1,7.12081082350534,1.89665404257252,0
1,6.45835724435619,2.8952315049409,0
1,5.63902760107752,1.05395056303414,0
1,5.31126639108808,1.8130164016587,0
1,7.153762400418,1.11319031613485,0
1,4.1298551352297,1.07434864517715,0
1,9.03266991345242,3.06450318123822,0
1,5.14742881835338,1.40241704162135,0
1,6.87277507472333,3.38903682066332,0
1,6.16306641706461,1.7295931815583,0
1,7.37258611583373,4.51676505373624,0
1,5.55564263035573,0.616610628957952,0
1,5.47092881525305,2.78057322329187,0
1,7.56756387859042,2.65291441490548,0
1,6.23340481613164,1.47413918656454,0
1,6.67535148120919,2.87570585971354,0
1,4.33203708784558,0.832844991247055,0
1,6.08954961204707,2.37594669492254,0
1,5.35225231865326,0.583653232697092,0
1,6.48075556864223,1.40087222199506,0
1,6.31875721605425,1.52242831257431,0
1,5.90598588819618,2.24118504270532,0
1,6.1897388124157,1.5257991334858,0
1,5.98090293962873,1.70929553492118,0
1,4.22337916555402,1.81973308925686,0
1,5.76422894527698,2.09596649697797,0
1,2.67808760080125,1.08491077409171,0
1,6.04192405603688,3.49287821306193,0
1,3.87842402042893,1.05180796510054,0
1,4.85255821770136,2.04285994490885,0
1,6.56436253793324,2.36188975988359,0
1,5.32895078117528,0.158939745628962,0
1,5.6584714820823,-0.924730758684452,0
1,6.58594149950728,2.72727812789111,0
1,5.58689956336286,1.57982216996963,0
1,4.70233638213825,2.00024065070917,0
1,8.5636571642135,0.362605397145756,0
1,3.59395142750697,1.99209518736246,0
1,6.0926811730326,1.57737048995786,0
1,3.12270377373392,-0.457731500565622,0
1,4.36619595522115,1.8192005989928,0
1,5.66615150137449,1.50336312074931,0
1,4.3652280449623,2.02776404647278,0
1,5.38550359121352,2.16860064442298,0
1,6.79513156601876,2.11233661578216,0
1,3.00918248334149,0.27884302161104,0
1,6.05878968509451,2.21464355258582,0
2,6.20971549155909,-1.03981832608526,0
2,4.72558804307161,-1.10993382001992,0
2,5.35732994006082,2.12258333923573,0
2,5.29727708415376,-0.0370894327262641,0
2,6.41889980615335,-0.961958829062417,0
2,5.74266233916627,-0.429218166105104,0
2,5.63224173183986,0.86600584466111,0
2,5.23611192595788,0.719113419225125,0
2,3.17696900904482,-1.40050882590198,0
2,4.86733637620764,0.579629619726836,0
2,4.11924082864286,0.725611417474554,0
2,4.58926260873612,-2.29743268108827,0
2,6.26534402910392,0.459091960017107,0
2,4.67016648630776,-0.263293516734724,0
2,5.17238141325051,-0.455720233819546,0
2,4.99808068870857,-1.72099876105042,0
2,5.12957186381326,-1.62741770121896,0
2,5.40208749875608,2.32191555387001,0
2,5.25000544311121,-0.0902800730187713,0
2,4.57616430452736,-1.20817921523239,0
2,5.1195349599459,-0.288335895318536,0
2,6.01524916180513,1.28931238922626,0
2,6.49288856979064,1.00783226357979,0
2,5.7167102963654,0.119299905780962,0
2,5.3002889909174,-0.606693174839897,0
2,5.83626179034996,-1.64818572103849,0
2,4.52903042735015,0.6264407007403,0
2,5.7100504299549,-0.210468396660585,0
2,5.22405761983869,-1.92764626633324,0
2,5.40438543629201,-0.660872999414873,0
2,5.00683363321232,0.531950288450703,0
2,5.3547688687214,-1.47465516344559,0
2,6.42225002243004,0.826925211466044,0
2,4.43200710113131,-1.00340201452489,0
2,5.74527148659447,0.844529830562762,0
2,6.72844895490438,-3.50469902642116,0
2,5.48732653236279,-0.266767175516928,0
2,5.6023436639245,0.0381433088161687,0
2,5.91527396604296,-0.632771167857926,0
2,4.69074422052366,-0.255123407138899,0
2,4.70618756336886,1.52499815866302,0
2,5.3777024939056,0.914455698373702,0
2,5.23232089970199,-0.42675950257327,0
2,4.30304506691705,1.59530109733462,0
2,4.89229819308819,0.65754222401232,0
2,5.95225578125721,0.0067615409058015,0
2,6.32856828035498,0.844710228300811,0
2,5.24218859495172,-1.57992367391378,0
2,5.34469007254283,-0.0347814654095789,0
2,5.89453414113746,-1.77606744154379,0
3,5.08680874268706,-1.70693202406425,0
3,6.54095110264417,1.60874095432262,0
3,4.23895627127263,0.464765013608317,0
3,5.36186182789019,2.11944496884295,0
3,4.09276935800082,1.0938139958359,0
3,4.89136881276442,-1.02316528476497,0
3,4.21620653719889,-0.492730374119303,0
3,4.99224181655155,1.23402983160924,0
