1,5.427596877,1.750389134,0
1,6.019091965,2.702734145,0
1,4.929137076,1.408867069,0
1,7.120810824,1.896654043,0
1,6.458357244,2.895231505,0
1,5.639027601,1.053950563,0
1,5.311266391,1.813016402,0
1,7.1537624,1.113190316,0
1,4.129855135,1.074348645,0
1,9.032669913,3.064503181,0
1,5.147428818,1.402417042,0
1,6.872775075,3.389036821,0
1,6.163066417,1.729593182,0
1,7.372586116,4.516765054,0
1,5.55564263,0.616610629,0
1,5.470928815,2.780573223,0
1,7.567563879,2.652914415,0
1,6.233404816,1.474139187,0
1,6.675351481,2.87570586,0
1,4.332037088,0.832844991,0
1,6.089549612,2.375946695,0
1,5.352252319,0.583653233,0
1,6.480755569,1.400872222,0
1,6.318757216,1.522428313,0
1,5.905985888,2.241185043,0
1,6.189738812,1.525799133,0
1,5.98090294,1.709295535,0
1,4.223379166,1.819733089,0
1,5.764228945,2.095966497,0
1,2.678087601,1.084910774,0
1,6.041924056,3.492878213,0
1,3.87842402,1.051807965,0
1,4.852558218,2.042859945,0
1,6.564362538,2.36188976,0
1,5.328950781,0.158939746,0
1,5.658471482,-0.924730759,0
1,6.5859415,2.727278128,0
1,5.586899563,1.57982217,0
1,4.702336382,2.000240651,0
1,8.563657164,0.362605397,0
1,3.593951428,1.992095187,0
1,6.092681173,1.57737049,0
1,3.122703774,-0.457731501,0
1,4.366195955,1.819200599,0
1,5.666151501,1.503363121,0
1,4.365228045,2.027764046,0
1,5.385503591,2.168600644,0
1,6.795131566,2.112336616,0
1,3.009182483,0.278843022,0
1,6.058789685,2.214643553,0
2,6.209715492,-1.039818326,0
2,4.725588043,-1.10993382,0
2,5.35732994,2.122583339,0
2,5.297277084,-0.037089433,0
2,6.418899806,-0.961958829,0
2,5.742662339,-0.429218166,0
2,5.632241732,0.866005845,0
2,5.236111926,0.719113419,0
2,3.176969009,-1.400508826,0
2,4.867336376,0.57962962,0
2,4.119240829,0.725611417,0
2,4.589262609,-2.297432681,0
2,6.265344029,0.45909196,0
2,4.670166486,-0.263293517,0
2,5.172381413,-0.455720234,0
2,4.998080689,-1.720998761,0
2,5.129571864,-1.627417701,0
2,5.402087499,2.321915554,0
2,5.250005443,-0.090280073,0
2,4.576164305,-1.208179215,0
2,5.11953496,-0.288335895,0
2,6.015249162,1.289312389,0
2,6.49288857,1.007832264,0
2,5.716710296,0.119299906,0
2,5.300288991,-0.606693175,0
2,5.83626179,-1.648185721,0
2,4.529030427,0.626440701,0
2,5.71005043,-0.210468397,0
2,5.22405762,-1.927646266,0
2,5.404385436,-0.660872999,0
2,5.006833633,0.531950288,0
2,5.354768869,-1.474655163,0
2,6.422250022,0.826925211,0
2,4.432007101,-1.003402015,0
2,5.745271487,0.844529831,0
2,6.728448955,-3.504699026,0
2,5.487326532,-0.266767176,0
2,5.602343664,0.038143309,0
2,5.915273966,-0.632771168,0
2,4.690744221,-0.255123407,0
2,4.706187563,1.524998159,0
2,5.377702494,0.914455698,0
2,5.2323209,-0.426759503,0
2,4.303045067,1.595301097,0
2,4.892298193,0.657542224,0
2,5.952255781,0.006761541,0
2,6.32856828,0.844710228,0
2,5.242188595,-1.579923674,0
2,5.344690073,-0.034781465,0
2,5.894534141,-1.776067442,0
3,5.086808743,-1.706932024,0
3,6.540951103,1.608740954,0
3,4.238956271,0.464765014,0
3,5.361861828,2.119444969,0
3,4.092769358,1.093813996,0
3,4.891368813,-1.023165285,0
3,4.216206537,-0.492730374,0
3,4.992241817,1.234029832,0
3,4.838135867,-0.087157611,0
3,4.63664809,-0.220481803,0
3,4.137680369,-0.230448339,0
3,4.839708514,0.780275182,0
3,5.208746132,1.965174536,0
3,4.562510777,0.975028031,0
3,4.150101825,0.255720851,0
3,4.662014971,-0.076423632,0
3,5.537738486,1.413468267,0
3,5.55808332,1.196747155,0
3,7.297982514,2.20282414,0
3,5.289225561,2.487561747,0
3,6.080529532,-0.179350852,0
3,4.113328987,0.045099661,0
3,5.538382796,1.655856461,0
3,6.053174307,1.077089098,0
3,5.023624576,0.738404959,0
3,6.013488541,2.100180215,0
3,6.502500794,1.519894734,0
3,5.622908615,0.502302619,0
3,4.836237968,0.671201789,0
3,4.635825015,1.167283114,0
3,5.491208386,2.070365915,0
3,5.341582385,-0.032619361,0
3,5.254597925,1.496646874,0
3,4.621569787,1.577569226,0
3,4.923612762,-0.204323479,0
3,4.930175876,1.591292081,0
3,5.761643267,0.767243231,0
3,5.135759077,1.326611809,0
3,4.043780314,1.243067275,0
3,6.091812291,0.960510496,0
3,6.557723546,0.380791727,0
3,3.980499626,-0.49231782,0
3,4.594689342,-0.024488358,0
3,4.866222946,0.572922236,0
