9.890783673,0,3.93827356,4.204482217,5.020874111,5.374410509
12.69297431,1,3.096939413,3.900668617,4.462854708,4.097054231
7.426991536,0,3.48058138,3.93848717,4.149607366,4.596444998
8.460343332,0,1.87228305,2.981512628,4.57188689,4.373842958
11.69301831,1,2.605946538,4.329376598,5.251518856,8.093157961
10.08600147,0,2.500945696,2.627554699,2.897959853,3.329539662
7.796277277,0,2.308103038,2.70687705,3.643606531,3.08392458
10.83216884,0,2.414837578,3.86394711,4.372435972,3.843659143
5.519806897,0,1.563588759,1.814007721,2.804434356,2.533917074
11.93563253,1,4.617675195,4.917795725,4.604060193,5.560882435
12.67267104,0,1.592824189,3.14733718,2.372524156,3.610496833
11.78287414,1,3.384470267,4.299189577,5.682142174,6.115755973
8.279289987,0,2.271071457,2.79333614,4.484504406,4.705474863
13.01471819,1,3.04986637,3.516906736,5.157090192,5.012504428
7.659403333,0,2.228255268,2.58862729,3.193976295,3.204551601
9.808083441,1,2.480853139,4.123585051,5.069583974,4.893967343
12.4173027,1,2.750659637,3.430569161,3.652532592,4.903403007
6.914796579,0,3.023757006,3.370611989,2.145394232,2.971721434
11.44760047,1,3.502836064,4.460244696,4.584740682,5.295822674
6.473143686,0,1.609720026,1.439483793,2.342908519,3.80026074
8.786869681,1,2.213579984,3.549632887,4.396475192,5.642190259
8.220480523,0,2.261346473,2.016923644,2.563255857,2.931428484
10.70808641,0,2.218593719,3.200441664,3.245662537,3.793451113
9.341738398,0,1.935442266,2.339677305,2.750645431,3.064616213
10.21249195,0,2.683729254,2.040566521,3.467848655,3.621478198
9.376912646,0,2.416134928,2.803848629,2.94247995,3.3559374
9.40141457,0,2.718254244,2.695357201,2.843269189,2.726291492
11.17258866,0,2.886264739,3.485054578,4.099023176,6.578207124
7.318884209,0,2.626605613,3.007660589,2.216750776,2.182898126
9.905339163,0,2.132970553,2.519921717,1.832452559,0.845880017
5.327062009,1,3.355077673,3.27097897,3.897786142,4.545374703
10.35597112,0,2.696926462,1.862548319,3.265610711,2.307529746
